SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price_Range
2179,4,2,1,1988,5
1084,5,3,1,2001,4
2735,4,1,2,2009,7
2033,2,3,2,1956,4
1137,3,2,2,1995,3
1753,4,1,1,2007,3
1905,4,1,2,1972,5
1712,5,1,3,2013,5
1155,3,2,1,1963,3
1407,5,1,1,1988,5
1786,3,3,2,1966,5
2248,5,3,2,1956,6
1579,3,1,2,1997,3
2207,4,2,3,1990,6
2218,4,1,2,2009,6
1553,4,1,1,2004,4
1395,2,1,1,1952,5
2937,3,3,2,1996,7
2686,3,3,1,1959,6
2619,5,2,3,1975,5
2157,2,2,3,2019,7
2332,5,2,3,1972,4
2889,2,3,2,1997,5
1809,5,3,1,1954,6
1961,2,3,1,1977,5
1541,5,3,1,1981,4
2032,5,2,1,1995,7
1986,2,3,2,1971,5
1169,3,2,1,1961,3
1289,5,3,2,2007,4
2191,2,1,1,2017,6
2367,2,2,3,1956,6
2520,3,2,2,1974,6
2168,3,3,2,2001,6
2436,3,2,1,1953,4
1739,3,1,1,2013,2
2841,5,2,1,2018,7
1587,5,2,3,2017,3
1734,4,1,3,1968,4
2712,5,3,2,1989,6
1456,4,3,2,2006,4
1700,4,1,2,2015,6
1978,5,2,3,1958,4
2325,4,3,2,1982,5
1045,3,3,2,2011,3
2917,4,3,2,1978,5
2040,5,1,1,1967,5
2601,2,1,3,1956,6
2383,5,2,2,1957,7
2284,2,1,2,2004,3
2146,2,1,3,1964,3
1230,4,1,1,2004,3
1949,4,3,2,1957,4
1636,2,1,1,2005,5
1111,4,1,2,1969,3
2807,3,3,2,1952,7
1592,5,1,2,2008,3
2269,4,1,1,1976,5
1858,2,3,3,1994,5
1390,2,2,3,1996,4
1391,5,1,1,1979,2
1327,4,2,2,1985,3
2238,4,2,1,1984,8
2887,2,2,3,1951,8
1746,5,3,3,1970,3
1366,2,2,3,1964,3
1081,5,3,2,2021,3
1805,4,1,3,1971,4
1821,4,2,1,1992,5
2099,5,2,2,2006,6
2550,2,2,3,2020,6
2755,2,1,3,1971,6
2526,2,1,2,1986,4
2765,5,3,3,1975,7
2969,5,3,2,1959,7
1951,2,3,2,2014,4
2502,2,3,3,1984,6
1371,5,3,2,2017,2
2288,5,3,2,1973,6
1263,2,1,1,1964,2
1109,2,2,3,1954,4
2938,4,2,3,1977,7
1306,3,2,2,2007,2
2223,5,1,3,1958,6
1225,3,1,1,1950,2
1184,5,3,1,2012,5
1963,4,3,1,1968,6
1030,5,2,1,2003,2
1613,5,2,3,1966,5
2794,3,1,2,1998,6
1098,4,1,2,1951,3
2362,4,2,1,2004,7
1810,4,1,1,2001,6
2820,4,2,1,2003,7
2289,5,2,3,1973,3
1651,3,2,2,2019,5
1813,4,2,2,1963,7
2821,2,2,2,1969,4
2373,4,2,3,1978,5
2019,3,2,1,2003,4
1977,3,3,1,2007,5
2751,3,1,1,2018,8
2567,3,1,2,1976,6
2480,2,2,3,2008,5
2838,4,1,3,2004,7
1087,5,3,3,1977,2
2086,5,1,2,1981,4
1921,2,3,1,1955,4
2410,4,3,2,2014,6
2814,4,2,3,2001,9
2482,5,1,3,1992,5
1585,2,1,1,1960,4
1817,5,3,1,2021,6
1931,2,2,2,1970,5
2659,3,2,3,1974,7
2292,4,3,2,1963,6
2917,4,1,3,1977,7
1796,4,2,3,1990,5
2957,4,3,3,1960,6
2018,4,2,2,1958,6
2012,4,3,3,1968,6
1972,3,2,1,1973,5
1632,4,2,1,1995,4
1345,3,2,2,1990,2
1723,4,2,3,1991,5
1900,4,3,1,1998,6
2683,2,2,1,1951,7
2101,4,1,3,2007,5
2388,5,1,3,2017,6
2037,2,1,1,2001,5
1135,2,2,1,1980,5
2327,2,1,1,2018,7
1396,5,2,1,1953,4
1791,3,2,3,2001,4
1078,2,3,2,1952,2
2778,2,1,3,1983,7
1704,2,3,2,2019,4
1981,4,2,3,1975,6
2441,3,2,3,2005,6
2265,5,3,2,1969,6
2074,5,2,1,1993,5
1743,3,3,1,1965,4
2794,3,1,3,2014,7
1383,3,2,2,1980,3
1374,4,2,1,1977,3
2753,2,3,3,1987,6
1205,4,2,3,1971,3
2849,3,1,3,1958,6
1488,4,1,1,1974,3
2404,5,1,3,1985,7
2991,4,2,3,1996,6
1880,3,3,1,1979,5
2334,2,1,2,1986,4
2398,4,1,3,2016,4
1631,3,2,3,1994,3
1591,4,3,3,1950,2
2065,5,3,2,2017,7
1532,4,1,1,1962,5
1521,4,3,2,1970,4
1824,2,1,1,1989,5
2176,4,2,3,1981,3
2335,4,1,2,1950,6
2317,5,2,3,1970,7
1597,5,1,1,1958,5
1112,5,2,3,2001,3
2724,2,2,1,1996,6
2135,5,3,1,1985,6
2198,5,1,3,1958,8
2845,4,2,2,1991,7
2325,4,1,3,2010,7
2987,2,2,2,2016,5
2539,5,1,1,1951,6
1733,3,3,3,2009,4
2985,4,1,3,1959,9
2244,3,1,2,1997,4
2194,3,1,2,1953,6
1317,5,1,1,1971,5
1995,3,2,2,1998,4
1212,2,3,2,1980,4
1252,2,2,2,1991,6
1123,4,1,3,2009,4
2663,3,1,2,1981,7
2236,2,2,1,1983,6
1623,2,1,2,1966,4
2108,3,3,3,2009,6
2539,2,1,2,1969,8
2088,3,3,2,2013,4
2341,2,1,2,1997,5
2369,3,3,2,2013,5
2655,2,2,1,1962,5
2266,2,2,1,1974,5
1897,2,1,1,1970,6
2160,5,1,2,1988,4
1246,5,2,2,1995,3
1440,2,3,2,1999,4
1044,5,2,1,1964,6
1657,3,1,2,1958,6
1879,5,2,2,1995,5
2711,4,2,1,1972,7
2016,4,1,2,1984,5
1553,2,1,1,1981,3
1808,5,1,2,1952,4
1970,4,2,1,1961,3
2112,2,3,1,2010,6
1729,4,2,2,1974,4
2020,2,3,2,2017,4
1953,4,3,2,1950,4
2251,4,3,3,1982,6
2833,5,1,1,2004,7
2314,2,1,1,1998,5
2445,4,1,1,1998,7
2090,2,3,1,1957,5
2274,5,3,3,2011,7
2064,4,3,1,2012,8
1098,3,2,3,2017,4
2329,3,3,1,1980,6
1871,3,1,3,2016,4
2877,2,2,1,1995,7
2479,5,3,3,2021,8
2614,2,1,1,1996,6
1300,2,3,3,1956,4
2222,3,1,3,1959,5
2682,5,1,2,1988,7
1487,4,1,1,2020,2
2129,2,3,2,1999,5
2424,3,1,3,1953,5
2728,2,3,2,2014,7
2004,2,1,2,1973,3
1476,5,3,3,1970,5
2145,4,2,2,1987,5
2100,2,1,2,1955,5
2335,2,3,2,1978,4
2135,4,3,2,2004,5
1860,5,3,3,2015,4
1808,2,1,3,1987,5
2705,5,2,2,1996,8
1517,5,1,1,1961,5
2220,2,1,1,1966,3
2121,4,2,2,1975,6
1458,2,2,3,1994,4
2864,2,2,2,1975,5
1229,3,1,3,1970,4
2191,4,2,1,1993,7
2832,3,2,2,1991,5
2800,4,2,2,1984,5
1007,2,1,3,1965,4
2195,5,2,3,1962,6
2977,3,1,1,1986,7
2383,3,2,1,2011,7
1194,3,2,2,2020,2
2292,3,3,2,1981,4
2042,4,3,3,2007,6
1353,5,1,1,1951,5
2887,5,3,1,1997,6
2072,2,3,2,2003,3
1463,2,3,1,2014,4
1355,3,1,3,2021,5
1849,2,2,3,1994,5
1973,2,1,3,1984,6
2181,4,3,1,1982,6
1065,2,1,3,1971,3
2996,2,1,2,2021,7
1858,2,1,1,1995,4
1570,5,2,1,1971,5
2844,5,2,3,1956,6
1307,2,3,1,2011,2
2360,3,2,2,1992,7
2694,5,3,2,2003,6
1782,4,2,1,1956,4
1120,4,3,1,2004,4
1765,4,1,1,1953,4
2427,2,3,1,1972,6
1772,3,2,1,1990,5
2670,4,3,2,2020,5
2809,3,2,2,1996,4
2591,4,1,2,2006,5
2866,3,1,1,1994,7
1095,2,2,2,2015,4
2137,2,3,2,2010,3
1986,4,1,1,1966,7
2892,4,3,3,1973,9
2452,5,1,2,1996,7
1539,4,1,1,1994,5
2841,5,3,1,2008,5
1001,5,2,2,1984,4
2235,2,2,3,2014,6
1579,2,2,2,1968,4
2663,5,2,1,1972,6
1332,4,3,1,1981,4
2047,5,3,1,1984,5
2788,4,1,1,1990,7
2391,2,1,1,1957,7
1741,4,1,1,1961,4
1505,5,3,1,1985,5
1999,4,1,2,1997,5
2199,5,3,3,1999,6
2452,4,3,3,1955,5
2910,5,3,3,1995,7
1732,2,1,1,2004,5
2465,5,2,3,1980,6
2571,2,3,1,1975,6
1513,5,1,2,2016,4
1894,5,1,2,1958,5
1360,3,2,1,1956,4
1273,3,3,3,1964,2
1176,3,3,1,2020,3
2287,3,1,1,1957,7
2209,4,3,1,1988,7
1526,2,2,2,1960,4
1912,2,3,3,1998,5
1278,3,1,2,2021,2
1705,4,3,3,1952,3
2221,5,3,2,2008,3
2372,5,3,1,1977,5
2946,2,3,3,1991,8
2444,2,1,2,1996,4
2328,4,1,2,1959,5
1063,5,3,3,1980,3
1289,4,1,2,2011,4
1017,5,1,1,1970,2
1063,3,1,2,2007,2
2897,3,3,1,1954,5
1329,4,3,3,1955,3
2893,2,3,3,2012,5
1762,4,3,1,2004,4
2963,4,2,3,2003,7
2040,5,3,3,1999,5
1442,5,3,2,2010,5
1140,5,3,2,2004,5
2331,5,2,1,1964,7
1443,2,3,3,1984,3
1495,2,2,2,2013,3
1425,3,2,1,1982,3
2498,4,3,3,1996,9
2855,3,3,2,1964,7
2268,5,2,1,1967,7
1449,4,1,3,1971,4
2825,5,2,1,1952,6
1350,4,2,3,1951,5
1598,2,3,1,1992,3
1710,5,3,2,1994,4
1869,4,1,1,1958,4
2983,4,2,3,1993,8
2184,5,2,3,1987,7
2163,2,1,1,1966,5
2516,2,1,2,2008,5
2611,2,2,3,1999,4
2554,4,2,1,2011,5
1392,2,1,1,1959,3
1841,4,3,1,1973,5
1400,3,2,2,2009,5
1049,2,2,1,1957,3
1743,5,2,1,1968,3
2318,5,2,2,1960,5
2448,5,1,1,1993,6
1905,5,1,3,1962,5
2035,3,1,1,1951,6
2358,3,1,1,1998,5
1990,2,1,3,2012,4
2038,2,3,1,2016,6
1027,5,3,1,1966,5
1387,5,3,3,1983,5
2315,5,3,1,1992,6
2910,4,1,3,1984,5
1832,2,1,1,1995,5
1249,5,3,3,2007,4
2528,5,1,3,2005,5
1097,5,1,1,1991,3
2838,3,2,2,1965,8
2360,3,2,3,2008,5
2062,3,3,3,1987,5
2061,4,1,3,1975,3
2323,4,2,1,1971,5
1178,2,1,1,1973,3
2632,5,2,1,2011,8
1891,2,3,3,1981,3
2492,2,1,2,2014,5
2305,3,1,1,1979,4
1749,5,2,2,1962,4
2187,3,3,1,1998,4
1452,3,2,3,2001,4
1096,5,3,1,1961,3
2792,2,3,3,1985,6
1308,2,3,2,2005,3
1261,3,1,1,2013,5
1292,5,2,1,1950,5
2793,2,1,1,1970,6
1248,4,1,1,1964,3
1244,2,1,3,2009,3
1250,5,3,2,1964,3
1122,5,3,1,1962,4
1324,5,3,2,1999,3
1985,3,3,2,1980,5
2704,2,3,2,1966,7
2970,4,3,2,2018,8
1500,3,1,1,2013,4
1686,2,3,1,1950,5
2804,5,2,1,1989,6
2739,2,3,1,1974,5
2860,5,1,2,2020,6
2089,5,2,2,1999,5
2850,2,1,3,1989,7
1835,2,1,3,1976,4
1058,4,2,2,1960,3
1730,2,3,3,1960,4
2521,2,1,2,1999,7
2396,3,1,3,2018,6
1265,5,2,3,1964,4
2676,5,3,3,1987,6
1235,4,2,3,2018,3
1897,3,2,2,1976,3
1217,4,1,3,1958,4
2550,2,3,2,2001,5
2837,4,1,3,1982,5
2464,5,3,3,1966,6
2673,3,2,3,1981,8
2429,2,3,2,1978,6
2767,3,1,1,1975,7
2624,3,3,2,1980,6
1974,4,3,1,1971,3
1588,2,1,1,1965,4
2671,3,1,2,2021,6
1916,3,1,3,1979,5
2492,4,2,3,1960,8
1917,3,1,2,1997,4
2133,5,2,1,1965,3
1352,5,3,2,2010,4
2836,2,3,3,1951,6
1090,2,1,1,1964,2
2959,4,2,1,1973,8
2905,3,2,1,1985,7
2941,4,2,2,2015,8
2437,4,1,2,1996,4
1701,5,1,1,1979,4
1072,3,2,3,1959,4
1684,5,3,1,1987,4
2570,5,3,3,1955,5
1721,2,1,2,1997,2
2321,4,1,2,2000,4
2668,5,2,3,1967,7
2306,2,2,3,1976,5
2528,2,2,2,2005,6
2221,3,3,2,1958,6
1957,3,2,2,2007,5
2055,5,2,2,1969,6
1647,2,1,3,1976,4
1759,2,1,1,1981,6
1870,2,2,2,1961,6
2364,4,1,3,1986,5
2681,2,2,2,1962,7
2357,4,2,1,1959,6
1142,3,2,3,1963,4
2769,5,1,2,1977,6
2433,3,2,1,1964,6
1948,5,1,3,1950,4
1043,2,3,3,1980,3
1031,5,3,1,2018,4
2766,5,1,1,1953,6
1027,3,3,2,1997,2
2019,5,3,2,1977,5
1422,2,3,1,2010,4
1490,4,2,1,2018,5
1159,2,3,2,2016,3
1844,5,2,1,1969,5
2230,3,1,3,1980,7
1017,2,1,1,1960,4
2126,5,3,1,2017,6
2605,3,2,1,1950,8
2654,4,1,2,1997,6
2674,3,1,3,1974,6
1671,5,2,3,1994,3
1231,3,3,1,1952,3
2683,5,1,2,1953,5
2888,3,3,2,1952,7
1423,3,3,1,1984,3
1903,3,2,1,1999,4
1754,5,3,2,2013,4
2570,3,1,2,1990,6
1836,5,2,3,1954,6
1893,2,3,1,2016,4
2890,4,2,2,1979,6
1238,2,2,2,1952,5
2357,4,2,3,1962,5
1148,5,3,3,2015,4
1622,2,2,1,1988,4
2431,4,3,3,1998,5
1016,4,2,1,1978,1
1913,2,3,3,2020,5
1225,2,2,1,1985,4
1651,5,3,1,2013,4
2679,4,1,1,1972,6
1259,5,1,2,1956,2
2752,5,2,1,2016,8
1673,3,1,2,2008,2
2627,5,3,3,1993,7
1173,4,1,2,1967,4
2866,3,3,2,1979,7
1204,5,3,2,2005,4
1414,5,1,3,1959,3
2531,4,1,1,2001,6
2176,3,3,1,1978,5
2126,2,1,3,2019,6
2737,2,1,1,2018,6
1791,3,2,1,1970,4
2088,3,3,1,1953,6
2140,3,2,1,1955,5
2688,3,3,3,2021,8
2179,2,1,1,1993,5
2699,5,3,1,2016,7
2105,4,1,2,2014,4
1517,2,2,2,1986,2
2857,4,3,1,1976,7
2090,2,2,2,1994,5
2261,3,3,1,1994,5
2607,2,2,1,1984,6
2630,2,1,2,1954,7
2839,3,3,1,1950,6
1978,5,2,2,1981,4
2009,3,1,3,1953,5
2349,5,1,2,2015,4
1589,2,3,3,1999,4
1066,2,3,2,1995,2
2199,4,3,3,2016,6
2856,4,2,1,1957,7
1683,2,1,1,1974,4
2501,4,1,2,1975,6
2278,5,3,1,2016,4
1062,3,1,2,2004,3
1813,2,1,1,1957,5
1402,2,3,1,1970,3
2781,4,1,1,2014,7
1191,2,1,1,2011,3
2352,2,3,2,1987,5
1070,5,2,1,2003,4
1877,5,3,2,1976,4
1740,3,1,3,1955,4
1945,2,3,1,2016,5
2086,4,3,1,1965,5
2320,3,1,3,2016,6
1244,4,1,2,2012,4
1518,2,2,2,1962,5
1392,4,2,2,1986,5
1771,4,1,2,1952,4
2624,3,2,1,1966,7
2200,2,2,3,2001,7
2227,3,3,3,1990,5
2669,2,3,3,1980,8
2617,5,2,3,2011,6
2556,3,3,3,1999,6
1910,2,3,1,1960,5
2151,5,1,1,2011,6
2218,5,2,2,1967,7
2217,5,2,1,1960,7
1183,3,1,2,1968,4
1246,5,1,1,1966,3
2896,2,1,1,1961,7
2895,3,3,3,2015,7
1323,4,1,2,1989,5
1159,5,1,2,2002,5
1705,3,1,2,1993,4
1621,4,1,2,1980,4
1924,3,3,2,1988,4
1065,5,2,1,1995,4
1929,5,1,3,1984,4
1253,4,1,1,2012,3
1282,2,2,1,2015,2
2083,5,2,1,1953,5
1117,4,1,3,2002,3
1422,5,1,2,2008,4
1555,2,2,3,2015,3
2745,4,1,2,2005,6
1035,2,3,2,1985,3
1530,5,1,3,2009,5
1090,4,1,3,1965,4
2324,3,3,2,1962,6
2747,2,2,1,2005,8
2940,5,2,2,2010,8
2942,5,2,3,1956,6
2757,2,1,3,1976,6
2240,4,2,1,2009,6
2758,3,3,1,2011,9
2946,5,3,2,1990,7
1097,2,1,2,1969,3
2479,2,2,2,1966,5
1530,3,2,2,2019,2
2832,3,3,2,1997,6
1537,5,2,2,1957,3
2051,3,3,1,1976,6
2599,2,1,2,1991,6
2347,4,3,1,1959,5
2246,4,2,3,1990,6
1079,2,3,1,1986,3
1562,2,2,2,1952,5
2481,2,1,1,2008,5
1613,5,3,2,1967,4
1175,2,1,1,2017,2
1521,3,1,1,1960,6
2772,2,3,2,1980,5
2480,2,3,1,2014,6
1422,5,3,2,1969,3
2123,2,1,2,2006,5
2913,3,3,3,1971,7
2763,3,2,2,1982,7
2426,3,2,3,1956,5
1575,2,2,3,1983,4
2403,5,2,1,1999,4
1530,5,1,3,1994,5
1331,5,1,3,1996,4
2341,3,1,2,2009,7
1652,5,2,3,1978,4
2560,2,1,1,1950,7
1739,2,1,1,2009,5
2112,4,2,1,2002,5
2627,3,3,1,1961,5
1510,4,1,1,1990,3
1041,4,1,3,2010,2
1884,3,3,3,1971,2
2830,3,1,2,1999,6
2949,4,2,1,1987,8
2412,2,3,1,1954,6
1080,4,1,3,2018,3
1401,3,1,3,1987,2
1106,2,1,2,1988,3
2134,4,1,1,1975,6
2300,4,2,1,1954,5
2237,4,3,3,1972,4
2766,3,2,2,1984,8
2841,4,2,2,2006,6
1505,3,1,1,2012,4
2144,2,1,2,1984,7
2157,5,1,3,1977,6
2841,2,3,2,1983,7
1719,4,2,1,1977,3
2985,3,2,3,2013,8
2394,4,2,2,1964,5
1256,2,3,1,2012,1
2720,5,1,1,1997,7
2821,5,1,3,1950,7
1953,3,3,2,1952,5
2898,2,3,3,1974,6
2203,2,1,2,1988,5
1932,3,2,3,1958,4
2071,3,1,3,1975,7
2622,3,3,3,1965,5
1896,4,3,2,2012,4
1018,4,1,1,1978,3
2069,3,2,2,2014,4
1450,3,3,2,1975,3
1897,5,3,3,1980,3
2079,5,3,2,2010,5
1740,4,1,1,1951,2
2680,5,1,2,1961,6
2115,3,3,3,1952,4
1081,2,1,3,1981,2
1736,3,2,3,1963,4
1078,5,1,3,1993,2
2685,4,3,2,1989,8
2896,3,2,2,1977,6
1282,3,1,2,1961,4
2334,5,3,2,2006,4
1996,2,3,2,1962,5
1159,3,2,1,1983,3
2339,4,1,3,1995,6
2900,4,1,2,2011,7
2691,2,1,2,1962,6
2179,5,1,1,1961,5
1887,2,2,1,2002,6
2737,4,3,3,1970,6
1467,3,3,1,2002,4
2944,4,3,3,1980,7
1852,2,1,1,2004,6
1461,4,1,1,2016,5
1853,5,1,1,2015,4
1116,2,1,2,1951,2
2689,4,3,1,1996,6
1363,3,3,2,1997,2
2866,3,2,3,1975,7
2654,2,2,1,1960,8
2734,3,1,2,1992,6
2936,2,2,3,1971,7
1465,3,3,3,2016,5
2798,4,3,2,1982,7
1183,3,3,3,2014,4
2983,4,3,2,1999,6
1659,2,1,1,1959,6
2189,3,1,3,1979,6
1074,5,2,2,1997,4
2771,5,1,2,2008,8
1825,5,2,3,1974,5
2295,3,3,2,1964,6
2714,4,2,1,2001,5
1502,2,1,1,2011,4
1794,3,1,2,2002,5
2586,2,3,2,2007,6
1586,2,1,3,1966,5
1655,3,3,1,1965,3
2366,4,1,1,1951,6
1699,5,3,2,1962,4
1634,2,2,2,2018,5
1843,2,2,2,2005,5
2274,3,3,2,1978,7
2831,2,2,3,2006,7
1834,3,1,2,1992,4
2153,2,3,2,1973,6
1763,4,2,1,1972,5
1357,4,2,2,1966,3
2967,5,1,1,1972,6
1691,5,2,2,2019,4
2431,4,2,3,1988,8
2884,5,3,1,1951,9
2518,5,1,2,1999,5
1621,5,2,2,2016,6
1481,4,3,2,1996,5
1979,5,2,2,1960,4
2873,3,3,1,1988,6
2101,5,1,2,1995,6
1977,3,1,2,2012,3
2537,5,1,2,1988,8
2344,3,2,1,1961,6
2811,5,2,3,1953,8
1289,3,3,3,2001,2
2320,5,1,2,1955,7
2704,3,1,2,2004,7
1751,4,3,3,1964,5
2994,2,3,3,1989,9
2498,2,2,3,2001,6
1022,4,1,3,1966,4
1805,4,2,1,2020,4
1171,3,3,2,1990,4
1834,3,1,3,1955,5
1317,5,3,1,1971,5
1907,5,3,1,1994,5
1797,2,1,1,1962,5
1990,2,2,3,2018,4
1854,3,3,1,1953,6
2216,3,3,2,2016,6
1680,4,3,2,1973,5
1915,3,2,1,2004,3
2141,5,2,3,2000,7
2029,4,2,3,1964,5
1842,3,1,3,1991,3
1482,5,2,2,2020,4
1131,5,3,1,1965,3
2116,2,3,2,2017,5
2786,4,1,2,1982,6
2545,2,2,1,1974,7
2586,4,1,3,1953,6
1860,4,3,3,1964,5
1293,2,2,2,1961,2
1640,2,1,3,1985,6
1999,3,2,3,1989,5
1391,4,2,2,1951,4
1248,3,3,1,2021,3
2637,4,3,3,2017,7
2872,5,3,2,2017,8
2618,3,1,1,1961,7
1702,2,1,3,1984,6
2440,5,1,3,1984,7
2166,2,2,1,1958,6
2260,5,2,3,2005,6
1286,5,3,1,1979,4
1276,3,2,1,1986,4
1386,2,2,1,1985,5
2405,3,3,2,2003,5
1449,5,1,2,2009,5
1290,4,3,2,2019,4
2192,4,2,1,2017,5
1442,5,3,3,2012,4
1655,2,2,1,1958,5
2207,2,3,2,1988,7
2068,2,2,1,2008,5
2778,4,2,1,1959,8
1826,3,3,1,1979,5
2969,2,2,1,1993,7
2291,3,2,1,2011,7
1475,2,2,1,1959,4
1252,2,3,1,2019,5
2419,2,1,1,1969,7
1288,3,1,3,1998,4
2235,3,3,2,1995,5
1999,3,3,3,1995,7
2712,5,1,1,2014,5
1020,4,3,2,1983,3
1315,5,2,2,1998,4
1563,4,3,3,1965,3
2461,5,1,2,1986,6
2446,4,2,1,1989,7
2256,3,1,2,1998,6
2968,4,1,3,1988,6
1122,2,2,3,1997,3
1873,3,1,3,1984,3
1959,5,1,3,2019,5
2635,2,1,1,1977,7
1213,2,1,3,1989,4
2945,3,3,1,1967,7
1838,2,1,2,1987,5
1646,3,3,3,2001,4
1967,4,1,2,2010,6
2853,3,1,1,2016,7
1729,3,3,3,1996,5
1599,5,2,3,1985,3
1791,2,2,3,1962,4
1039,5,2,1,2000,3
1751,5,1,3,1964,4
2355,5,2,3,1981,7
1942,5,1,3,2000,5
1647,5,1,2,1959,3
1181,2,2,1,1952,3
1264,2,3,3,1978,2
1770,2,3,1,1964,4
2717,5,3,1,1958,7
2556,2,3,3,1980,7
1862,5,2,3,2018,6
1431,2,2,3,1952,4
2966,2,2,2,2021,6
2219,2,2,1,2002,5
2747,2,3,1,1962,8
1508,3,1,3,1957,2
1446,2,2,2,1989,2
1527,2,2,2,2017,5
2225,3,3,3,1958,5
1874,4,3,2,2013,6
2753,4,2,2,1983,6
2628,3,1,3,2014,6
2156,4,2,2,1975,6
2162,2,3,1,1983,5
1668,5,3,1,1977,4
2516,5,3,1,1964,5
1846,2,3,2,1966,4
1069,2,3,3,1960,4
1815,4,3,3,1998,5
2038,3,2,1,1970,6
2770,5,1,2,1980,7
2235,2,1,2,1977,6
2825,3,3,1,1970,6
2083,3,2,3,1987,4
2275,2,2,2,2004,6
1445,3,3,1,1967,3
2025,5,3,3,1973,6
2771,5,3,2,2013,7
2359,3,2,1,1991,7
1018,2,2,2,1987,3
1560,3,1,2,1988,3
2101,4,1,3,2020,6
1471,2,1,3,1951,4
1027,2,1,2,2013,3
1559,2,1,3,1953,5
1607,5,3,1,2021,8
2188,2,2,3,2002,3
1457,2,1,1,1990,3
1944,5,3,1,2020,5
2900,5,2,2,2018,6
2199,5,1,3,2021,6
2608,2,3,3,2005,5
1983,2,1,1,1951,4
1867,5,1,3,1972,4
2015,5,2,1,1952,5
1028,4,3,2,1967,1
2979,5,2,3,1996,5
1668,3,1,2,2009,2
1825,4,1,2,1993,5
1815,5,1,1,1959,6
1278,5,2,3,1956,4
1282,5,1,3,1968,4
2502,5,3,3,2021,6
2002,3,1,1,1996,5
2542,5,2,2,1971,7
1304,2,1,1,1969,3
1693,4,3,2,1991,3
1108,5,3,1,1962,5
1323,2,2,3,2013,2
2229,3,1,1,2001,4
2257,4,2,1,2008,6
2961,5,3,2,1950,8
1457,4,2,1,1982,4
2210,5,1,1,1973,6
2963,3,1,3,2004,7
1481,3,3,3,1966,5
1921,4,3,2,1974,4
2430,4,3,2,1952,8
2864,4,3,1,1977,5
2532,3,3,3,2013,5
2892,2,1,1,1989,6
1519,4,1,3,2014,5
2076,5,1,2,2007,6
2421,3,2,2,1983,4
2222,4,2,3,2018,6
1390,3,3,1,1955,3
2672,4,1,2,2013,6
1770,3,3,2,1960,7
2869,3,1,3,1969,7
1912,4,1,1,1966,4
2521,5,1,3,1989,6
2195,3,1,2,1973,3
1085,5,1,1,1956,2
1557,5,1,1,1953,4
1857,3,1,3,1974,4
2209,3,2,3,1992,5
2179,3,2,2,1989,6
2516,5,3,3,1971,6
2933,3,1,1,1967,7
2544,3,3,3,1962,6
2650,3,2,3,1987,6
1665,3,1,3,2018,5
2153,4,2,3,1989,5
1842,3,2,2,1992,6
2104,5,3,3,1956,5
2407,5,1,1,1953,6
2825,2,3,3,1983,9
2682,4,1,1,2021,5
1294,4,1,3,1954,5
1268,2,1,3,1996,3
1644,5,2,2,1969,4
2585,5,2,1,1983,7
1534,3,3,3,1969,4
2401,2,3,3,2019,5
2399,5,3,1,1979,6
1087,2,2,1,2012,4
1924,2,2,3,2006,4
2647,4,1,2,2008,6
1110,5,1,2,1963,1
1583,5,3,1,1978,5
2177,3,1,3,2000,6
2486,5,1,2,1983,5
2592,4,2,2,1987,8
1768,5,2,3,1982,5
2179,3,2,2,1968,6
2648,5,3,2,1998,5
2341,2,2,3,1955,6
2582,4,3,3,1979,6
1237,3,1,2,1989,3
1333,3,1,2,1971,3
1105,2,1,1,1956,3
2505,4,1,2,1976,7
2722,5,2,2,1954,7
2694,4,1,3,2021,6
2733,4,2,3,2000,5
1381,4,1,2,2019,3
1688,4,1,2,2006,5
1260,4,2,2,1982,3
2822,4,3,2,1979,7
2316,2,2,1,2005,6
2358,3,3,1,1958,5
1654,2,2,1,2010,6
1819,5,3,1,1950,5
1708,3,3,1,1961,4
1475,3,2,1,1973,4
2248,5,3,1,1973,6
1906,3,2,3,1995,6
1554,5,3,2,1977,3
2477,4,1,3,2021,6
1662,4,1,1,1993,4
2319,3,1,2,1962,7
1574,3,2,1,1966,4
1641,4,3,2,1977,5
2790,4,1,2,1960,8
1462,5,2,3,1980,3
1854,3,2,2,1991,5
2237,3,3,3,2012,7
1584,2,2,1,2009,5
1942,4,2,3,2015,6
1615,4,3,1,2010,4
1157,3,1,2,1977,4
1271,2,3,2,2001,5
2850,5,1,2,1956,7
2261,5,1,3,2013,8
2326,4,1,1,1990,5
2907,2,1,1,1957,7
1669,2,2,2,1995,4
1620,5,1,1,1999,5
1520,4,2,2,1987,4
2344,3,3,3,1988,6
1058,2,1,2,2019,2
2381,3,1,2,1980,6
1703,4,1,1,1998,5
1647,5,1,3,1953,5
2274,2,1,3,1974,3
1890,3,3,3,1985,4
1435,2,1,2,1981,5
1145,2,3,1,1990,2
1858,2,3,3,1955,5
1977,4,3,2,1961,5
2375,3,2,2,1952,6
2593,2,2,1,1966,6
2712,3,1,2,1992,5
2823,4,3,2,1973,7
1244,2,3,1,2000,3
2583,2,1,2,2017,7
1300,2,1,2,1982,4
1437,3,3,2,1995,3
1867,3,2,3,1989,5
1099,2,3,3,2007,3
1724,3,1,2,1968,3
1813,3,3,2,1957,4
1479,2,1,2,1960,3
1414,2,2,1,1970,4
1164,5,3,3,1955,3
